job title,company name,location,skills,links
OR Manager,Andalusia Group -,"Maadi, Cairo, Egypt ",Full TimeManager · 2+ Yrs of Exp · Operations/Management · Medical/Healthcare · Management · Business Administration · Hospital · Hospital Management · Medical · Medicine · Administration,https://wuzzuf.net/jobs/p/BXS47SNeIpuE-OR-Manager-Andalusia-Group-Cairo-Egypt?o=24&l=sp&t=sj&a=nurse|search-v3|hpb
IT Manager,Confidential -,"6th of October, Giza, Egypt ",Full TimeManager · 10 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · SAP · ERP Applications · CCNA · Communication · Computer Engineering · Computer Science · Management,https://wuzzuf.net/jobs/p/B0WlTHCJ4w8R-IT-Manager-Giza-Egypt?o=25&l=sp&t=sj&a=nurse|search-v3|hpb
OPD Operational Manger,Andalusia Group -,"Alexandria, Egypt ",Full TimeManager · 3 - 5 Yrs of Exp · Operations/Management · Medical/Healthcare · Operations · Management · medicine · Health Care · MBA · hospital mangement,https://wuzzuf.net/jobs/p/OseIzwQJsQyt-OPD-Operational-Manger-Andalusia-Group-Alexandria-Egypt?o=26&l=sp&t=sj&a=nurse|search-v3|hpb
Medical Devices Sales Representative - Maadi,Confidential -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 1+ Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Biomedical · Communication · English · Medical · Medical Devices · Negotiation · Pharmacist,https://wuzzuf.net/jobs/p/EkBYjUvaBov8-Medical-Devices-Sales-Representative---Maadi-Cairo-Egypt?o=27&l=sp&t=sj&a=nurse|search-v3|hpb
Medical Devices Sales Representative-Zagazig,Confidential -,"Zagazig, Sharqia, Egypt ",Full TimeExperienced · 1+ Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Biomedical · Communication · English · Medical · Medical Devices · Negotiation · Pharmacist,https://wuzzuf.net/jobs/p/IhtSTEOeiJIg-Medical-Devices-Sales-Representative-Zagazig-Sharqia-Egypt?o=28&l=sp&t=sj&a=nurse|search-v3|hpb
Medical Devices Sales Representative - Nile Delta Egypt,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Biomedical · Communication · English · Medical · Medical Devices · Negotiation · Pharmacist,https://wuzzuf.net/jobs/p/ecs5NlkBarTB-Medical-Devices-Sales-Representative---Nile-Delta-Egypt-Cairo-Egypt?o=29&l=sp&t=sj&a=nurse|search-v3|hpb
Infrastructure and Platforms Manager,As-Salam International Hospital -,"Maadi, Cairo, Egypt ",Full TimeManager · 8 - 12 Yrs of Exp · IT/Software Development · Medical/Healthcare · Engineering - Telecom/Technology · IT Infrastructure · Cloud · Communication · Information Technology (IT) · Engineering · Computer Science · Infrastructure,https://wuzzuf.net/jobs/p/5H5daTIuvGK1-Infrastructure-and-Platforms-Manager-As-Salam-International-Hospital-Cairo-Egypt?o=30&l=sp&t=sj&a=nurse|search-v3|hpb
Medical Unit Manager,Dar Al-Fouad Hospital -,"6th of October, Giza, Egypt ",Full TimeManager · 0 - 2 Yrs of Exp · Operations/Management · Medical/Healthcare · Medicine · Healthcare · Surgery · Hospital Management · Dental Surgery · Careers · Medical · Dental Labs,https://wuzzuf.net/jobs/p/Yq1hSlkGSpUA-Medical-Unit-Manager-Dar-Al-Fouad-Hospital-Giza-Egypt?o=31&l=sp&t=sj&a=nurse|search-v3|hpb
Pharmacist,Rofayda Health Park -,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Pharmaceutical · Pharmaceutical · Pharmacy · Hospitals · Medical,https://wuzzuf.net/jobs/p/GPr4HrBIQHg9-Pharmacist-Rofayda-Health-Park-Giza-Egypt?o=32&l=sp&t=sj&a=nurse|search-v3|hpb
Dermatology Specialist - Alexandria,Andalusia Group -,"Shatby, Alexandria, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Medical/Healthcare · Dermatology · derma · Healthcare Marketing · Medical,https://wuzzuf.net/jobs/p/fQL0wB7SDr7x-Dermatology-Specialist---Alexandria-Andalusia-Group-Alexandria-Egypt?o=33&l=sp&t=sj&a=nurse|search-v3|hpb
Medical Devices Sales Representative - Giza,Confidential -,"Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Biomedical · Medical · Pharmacist · Sales · sales skills · Sales Target · Skills,https://wuzzuf.net/jobs/p/4qTnQDAfrpPZ-Medical-Devices-Sales-Representative---Giza-Giza-Egypt?o=34&l=sp&t=sj&a=nurse|search-v3|hpb
Medical Director - Medical Background,Confidential -,"Maadi, Cairo, Egypt ",Full TimeSenior Management · 5 - 7 Yrs of Exp · Operations/Management · Medical/Healthcare · C-Level Executive/GM/Director · Medical · Healthcare · Management · Medicine · Hospital Management,https://wuzzuf.net/jobs/p/lksr22b4cnAG-Medical-Director---Medical-Background-Cairo-Egypt?o=35&l=sp&t=sj&a=nurse|search-v3|hpb
Medical Devices (Disposables) Sales Representative,Taba Medical Company -,"Mokattam, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Medical Equipment · Medical Sales · Sales Skills · Sales Target · Medicine · Vet,https://wuzzuf.net/jobs/p/UcHT9H0UQfhC-Medical-Devices-Disposables-Sales-Representative-Taba-Medical-Company-Cairo-Egypt?o=36&l=sp&t=sj&a=nurse|search-v3|hpb
